0,Y,620006549,25,ロメフロンミニムス眼科耳科用液０．３％　０．５ｍＬ,20,ﾛﾒﾌﾛﾝﾐﾆﾑｽｶﾞﾝｶｼﾞｶﾖｳｴｷ,10,1,個,1,36.2,0,0,0,0,0,0,0,0,0,0,0,1,36.2,0,0,6,,20210401,99999999,1319734Q2030,39822,0,ロメフロンミニムス眼科耳科用液０．３％
0,Y,620006550,18,オキシテトラコーン歯科用挿入剤５ｍｇ,20,ｵｷｼﾃﾄﾗｺｰﾝｼｶﾖｳｿｳﾆｭｳｻﾞ,10,1,個,1,17.2,0,0,0,0,0,0,1,0,0,0,0,1,17.2,0,0,8,,20210401,99999999,2760806D1031,39841,0,オキシテトラコーン歯科用挿入剤５ｍｇ
0,Y,620006552,13,ハリケインゲル歯科用２０％,15,ﾊﾘｹｲﾝｹﾞﾙｼｶﾖｳ20%,33,1,ｇ,1,67.9,0,0,0,0,1,0,1,0,0,0,0,1,67.9,0,0,8,,20210401,99999999,2710816Q1051,39906,0,ハリケインゲル歯科用２０％
0,Y,620006553,15,ハリケインリキッド歯科用２０％,17,ﾊﾘｹｲﾝﾘｷｯﾄﾞｼｶﾖｳ20%,33,1,ｇ,1,67.9,0,0,0,0,1,0,1,0,0,0,0,1,67.9,0,0,8,,20210401,99999999,2710816Q1060,39908,0,ハリケインリキッド歯科用２０％
0,Y,620006554,23,ペリオフィール歯科用軟膏２％　１０ｍｇ０．５ｇ,18,ﾍﾟﾘｵﾌｨｰﾙｼｶﾖｳﾅﾝｺｳ2%,23,4,シリンジ,1,406.9,0,0,0,0,1,0,1,0,0,8,622782700,1,406.9,0,0,8,,20210401,99999999,2760804M1016,39927,0,ペリオフィール歯科用軟膏２％
0,Y,620006555,20,デンターグル含嗽用散２０ｍｇ／包　ＦＲＭ,20,ﾃﾞﾝﾀｰｸﾞﾙｶﾞﾝｿｳﾖｳｻﾝ20M,18,1,包,1,20.8,0,0,0,0,0,0,0,0,0,0,0,1,20.8,0,0,8,,20210401,99999999,2760808B1030,39896,0,デンターグル含嗽用散２０ｍｇ／包
0,Y,620006559,8,イソミタール原末,11,ｲｿﾐﾀｰﾙｹﾞﾝﾏﾂ,33,1,ｇ,1,42,0,5,0,0,0,0,0,0,0,1,611120002,1,43.2,0,0,1,,20210401,99999999,1125001X1017,2243,0,イソミタール原末
0,Y,620006560,9,イムラン錠５０ｍｇ,12,ｲﾑﾗﾝｼﾞｮｳ50MG,16,1,錠,1,109.1,0,0,0,0,0,0,0,0,0,1,613990075,1,120.2,0,0,1,,20210401,99999999,3999005F1016,2493,0,イムラン錠５０ｍｇ
0,Y,620006573,21,カモスタットメシル酸塩錠１００ｍｇ「ＪＧ」,20,ｶﾓｽﾀｯﾄﾒｼﾙｻﾝｴﾝｼﾞｮｳ100,16,1,錠,1,8.1,0,0,0,0,1,0,0,0,0,8,610461256,1,8.6,0,0,1,,20210401,99999999,3999003F1017,5259,0,カモスタットメシル酸塩錠１００ｍｇ「ＪＧ」
0,Y,620006576,23,クロルフェニラミンマレイン酸塩散１％「日医工」,20,ｸﾛﾙﾌｪﾆﾗﾐﾝﾏﾚｲﾝｻﾝｴﾝｻﾝ1,33,1,ｇ,1,7.3,0,0,0,0,0,0,0,0,0,1,0,1,7.3,0,0,1,,20210401,99999999,4419003B1291,6970,0,クロルフェニラミンマレイン酸塩散１％「日医工」
0,Y,620006577,23,ケトチフェンドライシロップ０．１％「タイヨー」,20,ｹﾄﾁﾌｪﾝﾄﾞﾗｲｼﾛｯﾌﾟ0.1%ﾀ,33,1,ｇ,1,6.5,0,0,0,0,1,0,0,0,0,8,610461231,1,6.5,0,0,1,,20210401,99999999,4490003R1015,7135,0,ケトチフェンドライシロップ０．１％「タイヨー」
0,Y,620006578,17,コデインリン酸塩散１０％「ＤＳＰ」,19,ｺﾃﾞｲﾝﾘﾝｻﾝｴﾝｻﾝ10%DSP,33,1,ｇ,1,149.8,0,1,0,0,0,0,0,0,0,1,610462035,1,149.8,0,0,1,,20210401,99999999,8115002B2016,7556,0,コデインリン酸塩散１０％「ＤＳＰ」
0,Y,620006579,18,コデインリン酸塩錠２０ｍｇ「ＤＳＰ」,20,ｺﾃﾞｲﾝﾘﾝｻﾝｴﾝｼﾞｮｳ20MGD,16,1,錠,1,79.5,0,1,0,0,0,0,0,0,0,1,618110011,1,79.5,0,0,1,,20210401,99999999,8115001F1017,7563,0,コデインリン酸塩錠２０ｍｇ「ＤＳＰ」
0,Y,620006595,8,ビスミラー散１％,10,ﾋﾞｽﾐﾗｰｻﾝ1%,33,1,ｇ,1,7.5,0,0,0,0,0,0,0,0,0,1,0,1,7.5,0,0,1,,20210401,99999999,4419003B1283,16886,0,ビスミラー散１％
0,Y,620006600,11,ベネシッド錠２５０ｍｇ,16,ﾍﾞﾈｼｯﾄﾞｼﾞｮｳ250MG,16,1,錠,1,9.8,0,0,0,0,0,0,0,0,0,1,613940032,1,9.8,0,0,1,,20210401,99999999,3942001F1015,19204,0,ベネシッド錠２５０ｍｇ
