5,Y,628710002,8,ミレーナ５２ｍｇ,8,ﾐﾚｰﾅ52MG,10,1,個,1,26956,0,0,0,0,0,0,0,0,0,0,0,1,26995.4,0,0,6,,20200401,99999999,2529710X1027,30529000,0,ミレーナ５２ｍｇ
0,Y,629700101,14,テムセルＨＳ注　１０．８ｍＬ,9,ﾃﾑｾﾙHSﾁｭｳ,20,1,袋,1,884767,0,0,0,0,0,0,0,0,0,0,0,1,884767,0,0,4,,20200401,99999999,4900400X1021,23772000,0,テムセルＨＳ注
0,Y,629700201,7,ステミラック注,9,ｽﾃﾐﾗｯｸﾁｭｳ,24,2,回分,1,15234750,0,0,0,0,0,0,0,0,0,0,0,1,15234750,0,0,4,,20200401,99999999,4900401X1026,22674000,0,ステミラック注
0,Y,629700301,18,コラテジェン筋注用４ｍｇ　１．６ｍＬ,17,ｺﾗﾃｼﾞｪﾝｷﾝﾁｭｳﾖｳ4MG,19,1,瓶,1,611478,0,0,0,0,0,0,0,0,0,0,0,1,611478,0,0,4,,20200401,99999999,4900403X1025,22152000,0,コラテジェン筋注用４ｍｇ
0,Y,629700401,8,キムリア点滴静注,15,ｷﾑﾘｱﾃﾝﾃｷｼﾞｮｳﾁｭｳ,53,4,患者当り,1,34113655,0,0,0,0,0,0,0,0,0,0,0,1,34113655,0,0,4,,20200401,99999999,4900402X1020,21653000,0,キムリア点滴静注
0,Y,629900101,29,イデルビオン静注用３５００　３，５００国際単位（溶解液付）,20,ｲﾃﾞﾙﾋﾞｵﾝｼﾞｮｳﾁｭｳﾖｳ350,19,1,瓶,1,1190087,0,0,0,0,0,0,0,0,0,0,0,1,1190087,0,0,4,,20200401,99999999,6343448D5025,20400000,0,イデルビオン静注用３５００
5,Y,629900201,32,エタネルセプトＢＳ皮下注１０ｍｇシリンジ１．０ｍＬ日医工　１ｍＬ,20,ｴﾀﾈﾙｾﾌﾟﾄBSﾋｶﾁｭｳ10MGｼ,47,1,筒,1,3557,0,0,0,0,1,0,0,0,0,0,0,1,3509,0,0,4,,20200401,99999999,3999451G1030,20651000,0,エタネルセプトＢＳ皮下注１０ｍｇシリンジ１．０ｍＬ「日医工」
5,Y,629900301,30,エタネルセプトＢＳ皮下注２５ｍｇシリンジ０．５ｍＬ「日医工」,20,ｴﾀﾈﾙｾﾌﾟﾄBSﾋｶﾁｭｳ25MGｼ,47,1,筒,1,8657,0,0,0,0,1,0,0,0,0,0,0,1,8675,0,0,4,,20200401,99999999,3999451G2037,20654000,0,エタネルセプトＢＳ皮下注２５ｍｇシリンジ０．５ｍＬ「日医工」
5,Y,629900401,32,エタネルセプトＢＳ皮下注５０ｍｇシリンジ１．０ｍＬ日医工　１ｍＬ,20,ｴﾀﾈﾙｾﾌﾟﾄBSﾋｶﾁｭｳ50MGｼ,47,1,筒,1,16796,0,0,0,0,1,0,0,0,0,0,0,1,17109,0,0,4,,20200401,99999999,3999451G3033,20658000,0,エタネルセプトＢＳ皮下注５０ｍｇシリンジ１．０ｍＬ「日医工」
5,Y,629900501,32,エタネルセプトＢＳ皮下注５０ｍｇペン１．０ｍＬ「日医工」　１ｍＬ,20,ｴﾀﾈﾙｾﾌﾟﾄBSﾋｶﾁｭｳ50MGﾍ,51,3,キット,1,17025,0,0,0,0,1,0,0,0,0,0,0,1,17246,0,0,4,,20200401,99999999,3999451G4030,20661000,0,エタネルセプトＢＳ皮下注５０ｍｇペン１．０ｍＬ「日医工」
0,Y,629900601,20,テセントリク点滴静注８４０ｍｇ　１４ｍＬ,20,ﾃｾﾝﾄﾘｸﾃﾝﾃｷｼﾞｮｳﾁｭｳ840,19,1,瓶,1,448853,0,0,0,0,0,0,0,0,0,0,0,1,448853,0,0,4,,20200401,99999999,4291441A2020,23743000,0,テセントリク点滴静注８４０ｍｇ
0,Y,629900701,17,ゾルトファイ配合注フレックスタッチ,20,ｿﾞﾙﾄﾌｧｲﾊｲｺﾞｳﾁｭｳﾌﾚｯｸｽ,51,3,キット,1,5359,0,0,0,0,0,0,0,0,0,0,0,1,5359,0,0,4,,20200401,99999999,3969500G1029,23149000,0,ゾルトファイ配合注フレックスタッチ
0,Y,629900801,32,ダルベポエチンアルファＢＳ注射液５μｇシリンジＭＹＬ　０．５ｍＬ,20,ﾀﾞﾙﾍﾞﾎﾟｴﾁﾝｱﾙﾌｧBSﾁｭｳｼ,47,1,筒,1,826,0,0,0,0,1,0,0,0,0,0,0,1,826,0,0,4,,20200401,99999999,3999455G1020,23344000,0,ダルベポエチン　アルファＢＳ注射液５μｇシリンジ「ＭＹＬ」
0,Y,629900901,32,ダルベポエチンアルファＢＳ注射液１０μｇシリンジＭＹＬ０．５ｍＬ,20,ﾀﾞﾙﾍﾞﾎﾟｴﾁﾝｱﾙﾌｧBSﾁｭｳｼ,47,1,筒,1,1459,0,0,0,0,1,0,0,0,0,0,0,1,1459,0,0,4,,20200401,99999999,3999455G2027,23345000,0,ダルベポエチン　アルファＢＳ注射液１０μｇシリンジ「ＭＹＬ」
0,Y,629901001,32,ダルベポエチンアルファＢＳ注射液１５μｇシリンジＭＹＬ０．５ｍＬ,20,ﾀﾞﾙﾍﾞﾎﾟｴﾁﾝｱﾙﾌｧBSﾁｭｳｼ,47,1,筒,1,2032,0,0,0,0,1,0,0,0,0,0,0,1,2032,0,0,4,,20200401,99999999,3999455G3023,23346000,0,ダルベポエチン　アルファＢＳ注射液１５μｇシリンジ「ＭＹＬ」
